NAME,CO2,GNP,origin
URY,1.721729685,12694,0
DZA,3.198503733,12619,0
BRA,1.830148201,12174,0
LBN,4.177100035,12137,0
BGR,6.58418209,12052,0
BLR,6.449006608,11779,0
MNE,3.583650704,11627,0
BRB,4.825877362,11615,0
PAN,2.024067861,11579,0
THA,3.734080014,11303,0
BWA,2.205287922,11192,0
JOR,3.576426599,10607,0
ZAF,8.501554037,10524,0
SRB,5.412838252,10488,0
CRI,1.574249142,10218,0
IRQ,4.183153146,9829,0
LCA,2.238049281,9543,0
COL,1.39193422,9511,0
TKM,10.14409949,9417,0
UKR,6.686270791,9387,0
EGY,2.149591976,9291,0
MKD,5.470376727,9240,0
TUN,2.204278579,9106,0
DOM,1.989723485,9085,0
ECU,2.181986481,8607,0
AZE,4.015458729,8053,0
DMA,1.660101661,7558,0
BIH,4.243251787,7491,0
JAM,3.771154844,7489,0
PER,1.33040571,7205,0
ALB,1.380315987,7080,0
SLV,1.053128269,7070,0
NAM,1.135874689,6867,0
IDN,1.515485857,6663,0
ARM,1.469120932,6660,0
GEO,1.118231718,6660,0
SWZ,0.921075024,6620,0
MNG,3.393593214,6417,0
LKA,0.611291382,6321,0
CHN,4.366726593,6212,0
GTM,0.943021484,6055,0
PRY,0.653733021,6038,0
MAR,1.491595937,5750,0
SYR,2.726531204,5654,0
COG,0.261265224,5536,0
CUB,2.290594393,5248,0
CPV,0.926486671,5194,0
AGO,0.972069493,5136,0
PHL,0.849283591,4944,0
UZB,4.409102622,4810,0
BOL,1.322733418,4514,0
YEM,0.961711769,4478,0
PAK,0.875554078,4118,0
HND,1.00720157,4038,0
PSE,0.766370726,3896,0
NGA,0.760804891,3852,0
NIC,0.793729802,3749,0
MDA,1.187616925,3657,0
VNM,1.125137682,3558,0
KGZ,1.086346295,3347,0
IND,1.057709916,3226,0
LAO,0.239364753,3080,0
SDN,0.3549984,2950,0
MMR,0.237871696,2703,0
MRT,0.458772423,2684,0
STP,0.494403393,2601,0
CIV,0.408836176,2598,0
CMR,0.206148407,2446,0
GHA,0.315821092,2401,0
KEN,0.231317474,2396,0
TJK,0.353239924,2369,0
ZMB,0.186030401,2361,0
DJI,0.528605025,2078,0
BGD,0.271321196,2076,0
SEN,0.492351483,2049,0
KHM,0.209013262,1866,0
TZA,0.136006883,1820,0
NPL,0.119015802,1820,0
PRK,3.134127466,1774,0
BEN,0.296544045,1771,0
LSO,1.031798734,1753,0
GMB,0.202963016,1612,0
HTI,0.221016826,1605,0
ZWE,0.826863655,1510,0
UGA,0.073730568,1440,0
COM,0.227642011,1378,0
MDG,0.094094981,1366,0
MLI,0.070138028,1343,0
TCD,0.039671763,1341,0
GIN,0.188504139,1285,0
GNB,0.153900747,1252,0
SLE,0.081589445,1228,0
TGO,0.30292272,1188,0
AFG,0.052660873,1187,0
BFA,0.083583117,1162,0
RWA,0.057509656,1040,0
MWI,0.065832652,897,0
CAF,0.05680744,857,0
ETH,0.064581197,788,0
NER,0.05202336,751,0
MOZ,0.084630835,690,0
BDI,0.020730434,671,0
COD,0.026397528,574,0
LBR,0.217852068,545,0
QAT,56.28259678,143386,0
ARE,27.36530064,115823,0
KWT,28.58228053,89137,0
NOR,9.642224257,80152,0
CHE,6.155813764,53663,0
LUX,26.08396628,51215,0
IRL,11.17281314,50912,0
USA,20.87452945,48493,0
SGP,6.51045757,45492,0
SAU,16.98681227,43651,0
OMN,11.28589711,43421,0
DNK,10.20036486,42856,0
AUS,19.20978062,42711,0
NLD,11.14086623,41319,0
BHR,21.01481998,41201,0
CAN,18.33625945,40280,0
SWE,6.278012115,38760,0
DEU,10.86690752,38448,0
AUT,9.499135732,38008,0
ITA,8.471327353,36202,0
BEL,12.31292386,36084,0
FIN,13.15512435,36075,0
FRA,7.044697812,35465,0
ISL,10.65337302,35251,0
GNQ,7.19336329,34699,0
GBR,9.571881291,34638,0
JPN,9.983619545,34167,0
HKG,6.110651366,34142,0
ESP,8.172365031,31823,0
NZL,8.838491846,30132,0
TWN,11.50615753,29239,0
GRC,9.718313675,27448,0
CYP,7.70751581,27052,0
KOR,9.868550486,25391,0
PRT,6.384765822,24813,0
ISR,9.071060132,24639,0
LBY,8.756870166,23943,0
SVN,8.351116308,23439,0
TTO,25.83422034,22969,0
CZE,12.47706199,22468,0
MLT,6.314153904,21292,0
HUN,5.971898903,19573,0
EST,12.67749658,18582,0
HRV,5.256655176,18474,0
RUS,10.90540097,17458,0
GAB,3.413521839,16565,0
SVK,7.962183294,16323,0
SYC,8.41827077,16278,0
POL,8.40031238,15929,0
MYS,6.438679322,15876,0
CHL,3.696527383,15744,0
LTU,3.894370057,14986,0
IRN,6.350303214,14938,0
ARG,4.054710216,14650,0
LVA,3.40125033,14572,0
KAZ,11.11796525,14458,0
TUR,3.610162133,14432,0
VEN,5.745686629,14275,0
MEX,4.119792827,14084,0
ROU,4.764654194,13149,0
MUS,2.540766996,13124,0
DZA,2.675911352,12088,0
LBN,4.454180237,11991,0
BRA,1.806202929,11937,0
URY,1.673777039,11886,0
BRB,4.635851859,11213,0
BGR,6.393768757,11171,0
MNE,3.793561063,11045,0
PAN,1.746954988,10979,0
THA,3.695899369,10912,0
BWA,2.129103005,10896,0
BLR,6.279612165,10708,0
ZAF,9.29664841,10137,0
JOR,3.372625151,10114,0
CRI,1.623583168,9984,0
IRQ,4.317995648,9923,0
SRB,5.696248915,9920,0
LCA,2.190482647,9633,0
COL,1.276828098,9196,0
EGY,1.978508574,9094,0
UKR,6.486268412,9042,0
MKD,5.436204423,8846,0
TUN,2.188805552,8844,0
DOM,1.985026297,8439,0
TKM,9.875218971,8431,0
ECU,2.130762172,8354,0
DMA,1.613890507,7603,0
JAM,3.875077839,7487,0
BIH,4.089204038,7217,0
PER,1.157016836,6857,0
SLV,1.04214256,6851,0
NAM,0.975618496,6781,0
ALB,1.343655244,6663,0
AZE,3.796733743,6434,0
SWZ,0.940213853,6401,0
IDN,1.520815034,6383,0
GEO,0.943288652,6138,0
MNG,3.432636237,6049,0
PRY,0.710632881,6010,0
LKA,0.626978705,6003,0
GTM,0.892803463,5983,0
ARM,1.23014705,5832,0
MAR,1.436818666,5632,0
CHN,3.900962896,5627,0
SYR,2.829541778,5462,0
COG,0.263206783,5359,0
CUB,2.206983309,5170,0
CPV,0.705121626,4958,0
PHL,0.859377038,4815,0
UZB,4.805714195,4542,0
AGO,0.991318418,4481,0
BOL,1.228662407,4409,0
YEM,0.931516963,4363,0
PAK,0.861912827,3924,0
HND,1.005441638,3896,0
NGA,0.768039589,3695,0
NIC,0.824577661,3646,0
PSE,0.626344269,3600,0
KGZ,1.15262075,3386,0
MDA,1.10730949,3362,0
VNM,1.051150411,3350,0
IND,1.01723545,3025,0
LAO,0.241279085,2930,0
SDN,0.379432009,2799,0
CIV,0.40756944,2612,0
MRT,0.455166797,2526,0
STP,0.482203607,2484,0
CMR,0.227020689,2458,0
MMR,0.257338784,2409,0
KEN,0.212060118,2335,0
GHA,0.340795456,2318,0
ZMB,0.179367852,2258,0
TJK,0.379463069,2248,0
DJI,0.527671676,2041,0
SEN,0.455324233,1993,0
BGD,0.262985794,1979,0
BEN,0.320137395,1799,0
NPL,0.104232317,1783,0
TZA,0.110631585,1760,0
PRK,3.022482269,1720,0
LSO,1.025079018,1705,0
GMB,0.209585056,1671,0
KHM,0.187079344,1671,0
ZWE,0.737901785,1622,0
HTI,0.214972492,1605,0
COM,0.239265406,1377,0
UGA,0.06096131,1353,0
MDG,0.10050925,1342,0
MLI,0.070666772,1286,0
TCD,0.038866151,1284,0
GIN,0.200809927,1273,0
GNB,0.149235936,1224,0
TGO,0.315095875,1202,0
SLE,0.101708644,1202,0
AFG,0.039033809,1107,0
BFA,0.084409966,1103,0
RWA,0.058658532,971,0
MWI,0.072486338,896,0
CAF,0.05782834,851,0
ETH,0.069127783,727,0
NER,0.061570623,718,0
BDI,0.027547142,685,0
MOZ,0.091792132,648,0
COD,0.021825702,557,0
LBR,0.190068288,520,0
QAT,59.97705001,131779,0
ARE,28.24131969,115919,0
KWT,27.48717865,83176,0
NOR,9.610670343,77557,0
CHE,6.122429552,52539,0
LUX,23.27547829,50137,0
IRL,11.27017994,48584,0
USA,20.65775489,47158,0
OMN,13.4272793,44004,0
SGP,7.317113352,42545,0
DNK,11.25591582,41850,0
SAU,14.47557023,41641,0
AUS,18.77069407,41544,0
BHR,21.10821931,40858,0
NLD,11.09960759,40638,0
CAN,18.57847144,39441,0
DEU,11.04184804,37995,0
SWE,6.392766826,37252,0
AUT,9.511455102,37237,0
ITA,8.452377787,35870,0
BEL,12.28071712,34969,0
FIN,13.90031338,34813,0
FRA,7.068572655,34707,0
GBR,9.593803944,33977,0
JPN,10.03675766,33456,0
ISL,10.34787652,32897,0
HKG,6.369761966,31567,0
ESP,7.923850978,31315,0
NZL,9.073213729,29236,0
GNQ,8.65610248,28780,0
TWN,10.96130041,27555,0
CYP,7.60921543,26218,0
GRC,9.701830571,26191,0
PRT,6.144416313,24430,0
KOR,9.580587773,24301,0
ISR,9.829827708,23910,0
LBY,8.686146985,23398,0
SVN,8.180201557,22476,0
CZE,12.40794385,21415,0
MLT,6.60288938,21341,0
TTO,24.84224518,21224,0
HUN,6.106985968,18598,0
HRV,5.328451186,17752,0
EST,12.44601683,17378,0
GAB,3.4734044,16826,0
SYC,6.39739262,16800,0
RUS,10.80662342,16228,0
SVK,7.856976084,15504,0
MYS,6.334617651,15223,0
POL,8.283696259,15142,0
CHL,3.473783957,15006,0
IRN,6.016235372,14225,0
LTU,3.687926667,13907,0
MEX,4.163045855,13674,0
ARG,3.514039215,13582,0
TUR,3.525159841,13449,0
LVA,3.357079359,13305,0
KAZ,10.78751932,13279,0
MUS,2.530566736,12693,0
VEN,7.401145311,12279,0
ROU,4.766766951,12075,0
DZA,2.809824683,11762,0
BRA,1.739942508,11428,0
URY,1.361492887,11363,0
LBN,5.005443538,11327,0
BRB,4.55953724,11109,0
BWA,2.120009599,10798,0
MNE,3.476976569,10472,0
BGR,6.460178102,10418,0
PAN,1.893217644,10380,0
THA,3.437636236,10330,0
ZAF,8.462666127,9834,0
CRI,1.582304071,9717,0
BLR,5.863651949,9561,0
JOR,3.146701744,9555,0
SRB,5.191781709,9098,0
LCA,2.230634951,8985,0
EGY,1.979699899,8960,0
COL,1.345797191,8838,0
MKD,5.502889318,8471,0
DOM,2.370706373,8457,0
TUN,2.10524395,8433,0
UKR,6.414036561,8028,0
ECU,2.012690411,7894,0
JAM,3.932508882,7455,0
TKM,9.562415996,7435,0
DMA,1.672749062,7428,0
BIH,3.797104741,6852,0
SLV,1.077492099,6744,0
IRQ,3.542530295,6644,0
PER,0.969071756,6611,0
SWZ,0.956946529,6317,0
ALB,1.379150467,6265,0
IDN,1.436685758,6161,0
NAM,0.942497363,6153,0
GTM,0.852507859,5906,0
AZE,3.662887989,5890,0
PRY,0.719311194,5876,0
GEO,0.815776389,5792,0
LKA,0.569968939,5756,0
MNG,3.242992509,5527,0
MAR,1.256382835,5440,0
COG,0.261526062,5373,0
ARM,1.145057701,5275,0
SYR,3.076689846,5218,0
CUB,2.254812758,5201,0
CHN,3.408222183,5183,0
CPV,0.668864515,4838,0
PHL,0.845634499,4608,0
BOL,1.249789163,4318,0
YEM,0.87773219,4317,0
UZB,4.894880769,4274,0
AGO,0.493774963,4187,0
HND,0.946945841,3757,0
PAK,0.795450319,3717,0
NIC,0.827201857,3514,0
NGA,0.767626661,3435,0
PSE,0.371639262,3342,0
KGZ,1.073689142,3198,0
VNM,0.921801788,3148,0
MDA,1.055762546,3096,0
IND,0.985420187,2834,0
LAO,0.19249617,2782,0
SDN,0.307947861,2748,0
CIV,0.290353579,2642,0
MRT,0.436143717,2449,0
STP,0.444504354,2448,0
CMR,0.223963341,2436,0
KEN,0.192950702,2297,0
GHA,0.36373868,2244,0
ZMB,0.181718041,2162,0
MMR,0.205358387,2148,0
TJK,0.313551788,2080,0
SEN,0.450276701,1934,0
BGD,0.252775808,1891,0
DJI,0.555433257,1886,0
BEN,0.309495628,1778,0
NPL,0.112623495,1727,0
ZWE,0.839672836,1722,0
PRK,2.979644972,1696,0
HTI,0.190462382,1695,0
TZA,0.099227973,1690,0
LSO,1.006689443,1665,0
GMB,0.213747809,1570,0
KHM,0.185008407,1537,0
COM,0.226168574,1389,0
UGA,0.058117165,1322,0
MDG,0.097254491,1312,0
MLI,0.070196669,1298,0
GIN,0.198072173,1275,0
GNB,0.146981309,1215,0
TGO,0.334742491,1206,0
SLE,0.109224858,1162,0
AFG,0.051466649,1112,0
BFA,0.084894605,1089,0
TCD,0.040740705,1000,0
RWA,0.058766512,923,0
MWI,0.072954089,876,0
CAF,0.058893955,843,0
NER,0.05952189,750,0
ETH,0.067146083,714,0
BDI,0.023186161,676,0
MOZ,0.094168347,615,0
LBR,0.166260925,551,0
COD,0.018542755,537,0
QAT,63.03936872,133818,0
ARE,23.87797207,113817,0
NOR,9.385584979,77302,0
KWT,27.04494728,72755,0
CHE,5.999315711,52904,0
LUX,22.40627766,49936,0
IRL,11.57727658,47632,0
OMN,10.81033155,46413,0
USA,20.67307732,46267,0
DNK,10.33942783,41801,0
SGP,11.41862153,41779,0
AUS,18.59848737,40792,0
NLD,10.94792129,40715,0
BHR,21.32520008,40355,0
CAN,18.22697618,39106,0
SAU,14.86700437,38572,0
DEU,11.03951081,38288,0
AUT,8.869299737,37138,0
SWE,6.349428961,36467,0
ITA,8.264615363,35975,0
BEL,12.19932748,34846,0
FRA,6.989106965,34618,0
FIN,12.47979375,34214,0
JPN,9.986007917,33013,0
GBR,9.436408323,32992,0
ISL,10.47177655,32336,0
ESP,7.955293052,30902,0
HKG,5.841417117,30804,0
NZL,8.77287682,28460,0
TWN,10.6458113,26563,0
GNQ,7.466476192,26074,0
CYP,7.339846115,25897,0
GRC,9.361975525,24816,0
PRT,6.660181888,24753,0
ISR,9.504251486,24102,0
KOR,9.657953985,23731,0
SVN,8.302822965,21868,0
LBY,8.588344571,21133,0
MLT,6.089958784,20949,0
CZE,12.05547573,20665,0
TTO,22.33406691,18495,0
SYC,6.396541691,18140,0
HUN,5.818606331,17861,0
GAB,3.510470609,16823,0
HRV,5.017033392,16812,0
EST,11.01682881,16077,0
RUS,10.53041075,15054,0
MYS,5.463758232,14745,0
SVK,7.787091022,14697,0
CHL,3.4876862,14626,0
POL,7.944257192,14611,0
MEX,3.966941343,13628,0
VEN,7.585843039,13537,0
IRN,5.851409818,13293,0
TUR,3.341153036,12901,0
ARG,3.282773337,12609,0
LTU,3.658424317,12480,0
KAZ,9.717042919,12211,0
LVA,3.23385215,12152,0
MUS,2.399350314,12106,0
ROU,4.536872485,11539,0
BRA,1.817557459,11448,0
URY,1.369604838,11315,0
LBN,4.611165666,11140,0
DZA,2.794392645,11129,0
BRB,4.434263329,10929,0
BWA,2.233452232,10504,0
PAN,1.844006328,10128,0
MNE,3.255054273,10125,0
BGR,5.869038779,9829,0
THA,3.211579071,9705,0
ZAF,7.558643099,9690,0
CRI,1.532395676,9466,0
JOR,3.105571876,9365,0
EGY,1.732762716,8904,0
BLR,5.677210903,8890,0
IRQ,3.461239117,8730,0
SRB,4.829941368,8712,0
LCA,2.041123414,8619,0
DOM,2.386047906,8614,0
COL,1.319459701,8612,0
MKD,5.332568055,8306,0
TUN,2.084139185,8079,0
ECU,1.893591217,7833,0
UKR,6.13177324,7273,0
JAM,3.78508373,7256,0
DMA,1.469294225,6919,0
BIH,3.753529031,6626,0
SLV,0.998407714,6613,0
PER,1.012371664,6426,0
TKM,8.652840222,6425,0
SWZ,1.040629828,6157,0
NAM,0.896324282,6149,0
IDN,1.4141001,5962,0
ALB,1.201743235,5883,0
GTM,0.895290497,5870,0
PRY,0.702247977,5735,0
LKA,0.574348647,5498,0
COG,0.16883405,5487,0
SYR,2.249461837,5422,0
AZE,3.581224572,5372,0
MNG,3.381208262,5223,0
MAR,1.290101717,5198,0
GEO,0.724642315,5184,0
CUB,2.314637277,5133,0
CHN,2.912600984,4850,0
CPV,0.607822059,4705,0
ARM,1.014077933,4614,0
PHL,0.862364664,4481,0
BOL,1.193538553,4292,0
YEM,0.822103982,4281,0
UZB,5.015052127,4149,0
AGO,0.716883667,4112,0
HND,0.872806909,3684,0
PAK,0.780507511,3566,0
NIC,0.771661717,3483,0
NGA,0.725875934,3221,0
KGZ,0.985692409,3015,0
PSE,0.341563558,3005,0
VNM,0.837776853,2970,0
MDA,0.970100124,2869,0
CIV,0.400652359,2736,0
IND,0.961267035,2657,0
LAO,0.204922834,2655,0
SDN,0.282852826,2602,0
CMR,0.206656693,2407,0
MRT,0.43485028,2370,0
STP,0.404613187,2341,0
KEN,0.235430686,2296,0
GHA,0.362943658,2178,0
ZMB,0.176257955,2071,0
ZWE,0.951720516,2054,0
TJK,0.290481521,1924,0
MMR,0.194182352,1911,0
SEN,0.417996955,1861,0
BGD,0.242937103,1815,0
BEN,0.281435067,1775,0
DJI,0.535198018,1762,0
HTI,0.203989172,1720,0
NPL,0.105635788,1687,0
PRK,2.941416647,1678,0
TZA,0.096576235,1638,0
LSO,1.001560207,1591,0
GMB,0.220731476,1576,0
KHM,0.174576598,1437,0
COM,0.180150629,1397,0
GIN,0.193453946,1295,0
UGA,0.05863075,1286,0
GNB,0.11896812,1234,0
MDG,0.073480442,1229,0
MLI,0.072720093,1222,0
TGO,0.25182863,1182,0
SLE,0.107912183,1108,0
AFG,0.048411218,1088,0
BFA,0.081433991,1049,0
CAF,0.062823023,926,0
RWA,0.06106586,919,0
TCD,0.018723597,907,0
MWI,0.069863821,853,0
LBR,0.157469449,823,0
ETH,0.062846306,735,0
NER,0.056924401,725,0
BDI,0.031522632,705,0
MOZ,0.080388602,590,0
COD,0.018084481,523,0
QAT,66.81061716,129055,0
ARE,30.24713656,117197,0
NOR,9.630432619,76619,0
KWT,27.25225535,72477,0
CHE,6.2581936,53230,0
LUX,20.82273054,48605,0
OMN,8.76158111,47974,0
IRL,12.16520589,45883,0
USA,20.7211004,45878,0
DNK,10.42928435,41740,0
SGP,12.30276569,41165,0
NLD,11.05494908,40933,0
SAU,13.92135611,40882,0
BHR,19.93456725,40759,0
AUS,18.56232349,39673,0
CAN,18.19952289,38376,0
DEU,11.25243498,38352,0
AUT,8.692646083,36713,0
ITA,8.280854694,35939,0
SWE,6.257988999,35640,0
FRA,7.108555511,34434,0
BEL,12.22296478,34391,0
FIN,12.02567574,33730,0
JPN,9.771790602,33044,0
ISL,10.11881703,32524,0
GBR,9.736836803,32356,0
ESP,7.583378736,30501,0
HKG,5.623343731,30284,0
NZL,8.849350204,27591,0
CYP,7.271031947,25335,0
TWN,10.28918063,25290,0
PRT,6.318127179,24699,0
ISR,10.28175964,24607,0
GRC,9.421067838,23967,0
GNQ,4.833697531,22334,0
KOR,9.401055666,22218,0
LBY,8.781034554,21856,0
SVN,8.229589986,21086,0
MLT,6.183346494,20495,0
CZE,12.3321835,20291,0
SYC,7.677062265,18126,0
GAB,3.781293435,17553,0
TTO,20.65466489,17091,0
HUN,5.902651493,17043,0
HRV,4.756424112,16060,0
VEN,6.893174274,15143,0
EST,11.28658548,15060,0
CHL,3.4041219,14473,0
POL,8.138968648,14312,0
MYS,5.661322543,14312,0
RUS,10.54929763,14311,0
ARG,3.557652557,14298,0
SVK,8.117872208,14056,0
MEX,4.003484424,13655,0
IRN,5.886027873,12546,0
URY,1.511998823,12361,0
TUR,3.264127333,12145,0
MUS,2.396803128,12021,0
LTU,3.597439286,11596,0
BRA,1.873339774,11260,0
LVA,3.186670286,11215,0
KAZ,8.525194932,11167,0
LBN,4.883012213,10944,0
BRB,4.437970076,10891,0
ROU,4.497655398,10794,0
DZA,2.651945678,10690,0
BWA,2.192217945,10090,0
PAN,2.246154775,10079,0
MNE,3.045760998,9850,0
ZAF,8.001304904,9475,0
CRI,1.417614393,9314,0
THA,3.027497985,9214,0
BGR,6.168971889,9203,0
JOR,3.005777648,9015,0
EGY,1.745024926,8833,0
LCA,2.289075121,8644,0
COL,1.347961589,8508,0
BLR,5.627524529,8424,0
IRQ,3.486605073,8389,0
DOM,2.252903862,8279,0
MKD,5.868592872,8210,0
SRB,4.491201555,8142,0
TUN,2.099519845,8027,0
ECU,1.78479009,7642,0
JAM,3.950871685,7275,0
DMA,1.577723554,7095,0
UKR,6.224850712,6840,0
SLV,0.991276774,6481,0
BIH,3.517045587,6314,0
PER,1.025410283,6172,0
SWZ,1.065466709,6087,0
NAM,1.042203232,5974,0
IDN,1.38816566,5786,0
GTM,0.877799483,5763,0
TKM,8.32583155,5623,0
ALB,1.031465459,5574,0
LKA,0.546039052,5378,0
COG,0.230947166,5361,0
SYR,2.871174457,5214,0
MAR,1.282505548,5104,0
PRY,0.699656516,5079,0
CUB,2.264523597,5061,0
MNG,3.252335753,5046,0
AZE,3.512467937,5005,0
GEO,0.79914833,4891,0
CPV,0.528482182,4553,0
CHN,2.653996546,4485,0
PHL,0.88249903,4417,0
BOL,1.007559537,4275,0
YEM,0.870938168,4237,0
UZB,4.884790921,4040,0
ARM,1.158013607,4015,0
AGO,0.569473438,3720,0
HND,0.838013628,3641,0
PSE,0.407510994,3521,0
NIC,0.768913748,3515,0
PAK,0.756533226,3503,0
KGZ,0.77828307,3038,0
NGA,0.680956089,2885,0
CIV,0.434128522,2843,0
VNM,0.733660885,2810,0
MDA,0.904690999,2632,0
IND,0.96655354,2604,0
LAO,0.159338786,2543,0
SDN,0.227746175,2494,0
MRT,0.420133951,2415,0
CMR,0.212162263,2379,0
KEN,0.285743521,2349,0
STP,0.362203612,2347,0
ZWE,1.011566268,2228,0
GHA,0.346652725,2128,0
ZMB,0.174137707,2035,0
SEN,0.412474661,1898,0
TJK,0.361220829,1785,0
DJI,0.500060733,1776,0
BGD,0.238196576,1758,0
HTI,0.178623083,1755,0
BEN,0.252909429,1752,0
MMR,0.186159514,1728,0
NPL,0.133962832,1712,0
PRK,3.098112664,1671,0
GMB,0.198990157,1611,0
LSO,0.99470454,1585,0
TZA,0.086556501,1579,0
MDG,0.106726839,1444,0
COM,0.184555162,1402,0
KHM,0.181390921,1369,0
GNB,0.118518799,1276,0
GIN,0.188179009,1246,0
UGA,0.059066097,1240,0
TGO,0.226714621,1231,0
MLI,0.073323748,1200,0
BFA,0.083023873,1051,0
CAF,0.064059237,949,0
SLE,0.108238888,929,0
MWI,0.072429453,862,0
TCD,0.019878536,862,0
RWA,0.06277063,829,0
ETH,0.062246193,720,0
NER,0.05535494,713,0
BDI,0.031297949,695,0
AFG,0.038732063,692,0
LBR,0.162028139,637,0
MOZ,0.083591931,554,0
COD,0.016869879,524,0
QAT,58.36244528,128455,0
ARE,35.43287622,121397,0
NOR,9.382627592,75434,0
KWT,26.03160394,74597,0
CHE,6.08488853,52804,0
LUX,19.88720545,47973,0
OMN,9.585437089,46595,0
USA,21.28004451,45887,0
IRL,11.74242216,43959,0
SGP,12.48257547,42646,0
SAU,14.27224367,42574,0
DNK,10.16767984,41548,0
BHR,28.01312438,41439,0
NLD,10.79579126,40385,0
AUS,18.36764794,39200,0
CAN,18.62750418,38108,0
DEU,11.05638595,37776,0
AUT,8.21160945,36363,0
ITA,8.216742406,35333,0
SWE,6.161585079,35261,0
BEL,12.33168473,34231,0
FRA,7.056960323,33967,0
JPN,9.901164516,32988,0
FIN,10.99499571,32957,0
ISL,10.46225963,31742,0
GBR,9.619224686,31619,0
HKG,6.045312878,30196,0
ESP,7.625862087,29481,0
NZL,8.385376117,27284,0
TWN,9.944294363,25761,0
ISR,9.897230426,25136,0
CYP,7.536271608,24719,0
PRT,6.377942954,24400,0
GRC,9.242613345,23136,0
LBY,8.736961761,22225,0
KOR,9.400201553,21420,0
MLT,6.481159433,20524,0
SVN,7.759668775,20514,0
CZE,12.33254824,19616,0
SYC,7.043462188,18778,0
GAB,3.793182292,17603,0
HUN,5.728536194,16386,0
TTO,18.74319674,16372,0
HRV,4.475025535,15627,0
ARG,3.824245777,15119,0
VEN,6.201768988,14904,0
MYS,5.371409134,14598,0
CHL,3.807549692,14159,0
POL,8.225504249,14132,0
EST,10.9799697,14074,0
MEX,3.911727735,13821,0
GNQ,0.739571854,13700,0
SVK,7.692448641,13580,0
RUS,10.24352403,13563,0
TUR,3.574152593,13339,0
URY,1.585897334,12932,0
IRN,5.583746378,12193,0
MUS,2.269237941,11748,0
BRA,1.849680548,11263,0
BRB,4.328506376,11210,0
LTU,3.366242107,10796,0
LBN,4.780375389,10693,0
DZA,2.804118656,10528,0
LVA,2.977584037,10399,0
BWA,2.185671801,10266,0
PAN,1.88658554,10204,0
ROU,4.227125845,10050,0
KAZ,8.868667378,9870,0
MNE,2.833337278,9666,0
ZAF,8.260328551,9340,0
CRI,1.3742338,9171,0
LCA,2.101064677,9049,0
THA,2.847357444,8977,0
BGR,5.653304645,8800,0
JOR,2.978571418,8713,0
EGY,2.007662099,8632,0
MKD,5.924143622,8510,0
COL,1.391341798,8475,0
DOM,2.288279688,8272,0
BLR,5.582868713,8018,0
IRQ,3.043248677,7920,0
TUN,2.028036335,7738,0
SRB,4.150731831,7707,0
ECU,1.628258405,7455,0
JAM,3.882016422,7251,0
DMA,1.472415179,7110,0
SLV,0.964766204,6409,0
PER,1.16065632,6217,0
UKR,5.723534383,6201,0
BIH,3.637473668,6196,0
SWZ,1.118390757,6107,0
NAM,0.864270607,6067,0
GTM,0.838211457,5729,0
IDN,1.257363357,5664,0
LKA,0.539551181,5564,0
COG,0.324215248,5360,0
SYR,3.076105203,5133,0
ALB,0.967061183,5097,0
PRY,0.689060869,5072,0
MNG,3.122855417,4958,0
CUB,2.326684014,4882,0
MAR,1.163859865,4818,0
AZE,3.63255704,4739,0
TKM,8.295948851,4733,0
GEO,0.952849018,4646,0
PHL,0.927618669,4390,0
CPV,0.496866086,4373,0
BOL,1.319584844,4293,0
CHN,2.610113361,4202,0
YEM,0.80975869,4199,0
PSE,0.514982118,3982,0
UZB,4.88776317,3928,0
ARM,1.137419745,3667,0
AGO,0.578742467,3659,0
HND,0.756275182,3638,0
PAK,0.761015552,3512,0
NIC,0.740245065,3474,0
CIV,0.387335413,2912,0
KGZ,0.935327546,2908,0
NGA,0.619196674,2774,0
VNM,0.651824493,2663,0
IND,0.977766362,2505,0
MDA,0.850482339,2453,0
LAO,0.174294384,2450,0
MRT,0.411114216,2429,0
SDN,0.202894218,2388,0
CMR,0.219051759,2337,0
STP,0.343650347,2329,0
KEN,0.327548857,2320,0
ZWE,1.130575802,2249,0
GHA,0.322119581,2084,0
ZMB,0.169501389,1990,0
SEN,0.385399233,1862,0
HTI,0.159859636,1806,0
DJI,0.474860086,1802,0
BEN,0.229246802,1718,0
BGD,0.209033529,1705,0
TJK,0.359073417,1661,0
NPL,0.127965467,1649,0
PRK,3.016520546,1624,0
MMR,0.217863046,1573,0
GMB,0.199284974,1564,0
TZA,0.07522218,1534,0
LSO,0.990164815,1526,0
COM,0.189159539,1407,0
MDG,0.118442784,1403,0
KHM,0.162511395,1285,0
TGO,0.26786191,1282,0
GNB,0.117886568,1278,0
GIN,0.183131891,1211,0
UGA,0.058004719,1176,0
MLI,0.074832166,1048,0
BFA,0.088809607,1024,0
CAF,0.071231158,960,0
MWI,0.075055929,923,0
SLE,0.085091746,834,0
TCD,0.021081301,796,0
RWA,0.064879335,775,0
AFG,0.038230545,735,0
ETH,0.052057802,703,0
BDI,0.042360327,700,0
NER,0.061015131,683,0
COD,0.016940689,552,0
LBR,0.143679358,534,0
MOZ,0.073211983,502,0
QAT,54.91481133,123662,0
ARE,25.94995321,114291,0
KWT,27.5014786,74189,0
NOR,9.546144509,73567,0
CHE,6.225668365,51085,0
LUX,18.75996158,44921,0
USA,20.91444652,44576,0
OMN,9.116936767,44005,0
SAU,11.13491476,41402,0
