NAME,CO2,GNP,origin
PSE,0.537472884,4863,0
VNM,1.6217942,4786,0
IND,1.456958873,4768,0
PAK,0.909048641,4464,0
HND,1.050516632,4421,0
LAO,0.231606118,4401,0
NIC,0.826756086,4189,0
KGZ,1.371718534,4142,0
YEM,0.804587168,4088,0
MMR,0.281318097,3884,0
SDN,0.444881289,3669,0
GHA,0.379492431,3283,0
ZMB,0.195768752,3205,0
STP,0.573780761,3179,0
TJK,0.296833374,3111,0
MRT,0.567684293,3104,0
BGD,0.400212474,2772,0
KEN,0.304283902,2712,0
DJI,0.545831856,2590,0
KHM,0.350414102,2496,0
CMR,0.274388399,2494,0
CIV,0.303706798,2444,0
LSO,1.12893246,2346,0
TZA,0.164113316,2227,0
NPL,0.193084904,2189,0
SEN,0.587886643,2123,0
UGA,0.115914034,1890,0
BEN,0.54131606,1836,0
AFG,0.411531267,1792,0
PRK,1.910747521,1718,0
GMB,0.255965111,1669,0
TCD,0.043829709,1661,0
HTI,0.215306294,1648,0
ZWE,0.656153562,1515,0
MLI,0.067192635,1500,0
COM,0.191868027,1479,0
SLE,0.112496468,1479,0
RWA,0.062010712,1449,0
GNB,0.153799696,1413,0
GIN,0.247818207,1347,0
MDG,0.106449393,1347,0
BFA,0.13314583,1344,0
TGO,0.375427179,1227,0
ETH,0.08305635,1199,0
MWI,0.073968679,1102,0
MOZ,0.124598023,925,0
CAF,0.062210563,909,0
LBR,0.21644834,820,0
NER,0.077226893,799,0
BDI,0.026269054,719,0
COD,0.036554782,681,0
QAT,40.41180053,148056,0
NOR,9.378719084,80892,0
KWT,29.77643537,73610,0
ARE,19.12352861,65294,0
SGP,10.95679442,59263,0
CHE,5.751438891,58267,0
LUX,21.96206124,53877,0
USA,18.47152059,49267,0
IRL,9.008032435,49178,0
OMN,15.37093551,49019,0
AUS,18.38840849,45684,0
SAU,18.87705329,45040,0
NLD,10.92013079,44066,0
DNK,8.87374597,43178,0
HKG,5.761255807,42836,0
SWE,5.636456637,42753,0
GNQ,4.915618061,42264,0
DEU,10.30579311,41576,0
CAN,16.25640466,41326,0
AUT,8.606846977,40450,0
BEL,10.38346664,37791,0
FIN,11.92589508,37643,0
TWN,11.59513083,37253,0
BHR,23.43115511,36927,0
FRA,6.313200851,36141,0
ISL,11.30382358,36134,0
ITA,7.113251867,35010,0
JPN,9.424778023,34990,0
GBR,8.090977674,34722,0
ESP,6.067232352,32042,0
NZL,8.011487864,31635,0
LBY,9.907644239,31419,0
KOR,11.42135856,31321,0
TTO,36.00055259,29804,0
ISR,9.19570137,28482,0
CYP,7.206387305,27887,0
GRC,8.504537242,26756,0
CZE,11.15151506,26254,0
SVN,7.995737939,25890,0
PRT,4.964345303,25563,0
MLT,6.224837927,23642,0
RUS,11.57887447,22239,0
SVK,7.147375537,21894,0
POL,8.666524722,20805,0
SYC,4.850325475,20642,0
HUN,5.249937233,20444,0
EST,14.27432578,20382,0
KAZ,14.44980926,20071,0
HRV,4.90857954,19807,0
ARG,4.528598733,19068,0
CHL,4.197510736,18787,0
MYS,7.683198759,18710,0
LTU,4.38972359,18662,0
IRN,7.564078526,18229,0
VEN,6.48267598,17204,0
LVA,4.080970357,17010,0
BLR,6.741466381,16974,0
ROU,4.087565545,16905,0
TUR,4.417835383,16700,0
URY,1.866015703,16402,0
AZE,3.391423618,16327,0
LBN,4.614830867,16153,0
MUS,3.135651526,15984,0
GAB,2.915666713,15626,0
PAN,2.470185893,15211,0
MNE,4.131856444,15142,0
MEX,3.972850827,14820,0
BGR,6.454483415,14747,0
TKM,11.22597472,14563,0
BRA,2.089674739,14392,0
THA,4.157617456,13259,0
DZA,3.26195417,13092,0
BWA,2.309625543,12826,0
SRB,5.060664145,12228,0
CRI,1.634224939,12014,0
BRB,5.195968938,11828,0
JOR,2.870123279,11743,0
ZAF,9.159361572,11535,0
DOM,2.078648239,11481,0
COL,1.639885468,11189,0
MKD,4.151051388,11090,0
IRQ,3.607789404,11024,0
EGY,2.363729908,10985,0
TUN,2.547246901,10746,0
LCA,2.335380693,10271,0
UKR,6.409757152,9762,0
CHN,6.251524765,9555,0
PER,1.92954894,9533,0
ECU,2.402734654,9392,0
ALB,1.56252914,9272,0
DMA,1.94893617,8947,0
BIH,5.681129295,8874,0
IDN,1.763905028,8425,0
GEO,1.467289591,8404,0
LKA,0.646107192,8283,0
MNG,5.094630712,8212,0
ARM,1.480610195,8079,0
AGO,1.23515386,7940,0
NAM,1.424683757,7917,0
SLV,1.02472478,7466,0
SWZ,0.862050991,7339,0
PRY,0.80935657,7162,0
JAM,2.576875306,7093,0
MAR,1.734051527,6940,0
UZB,3.620933491,6894,0
CUB,3.368216937,6697,0
GTM,0.776565616,6513,0
SYR,2.888666519,6287,0
CPV,1.108570337,6144,0
COG,0.448958662,5872,0
PHL,0.884838547,5738,0
BOL,1.506454827,5155,0
NGA,0.569531766,5021,0
YEM,0.980729458,4811,0
VNM,1.53847887,4555,0
MDA,1.182746425,4533,0
IND,1.38103498,4487,0
PSE,0.500025942,4426,0
PAK,0.924979903,4397,0
HND,0.95191181,4340,0
LAO,0.239826791,4144,0
NIC,0.778878574,3987,0
KGZ,1.164231941,3938,0
SDN,0.463195054,3776,0
MMR,0.248079095,3719,0
ZMB,0.185023261,3125,0
STP,0.566027372,3107,0
MRT,0.543071519,3045,0
TJK,0.329479814,2966,0
GHA,0.396160991,2944,0
BGD,0.383057461,2632,0
KEN,0.284060978,2625,0
CIV,0.297231587,2605,0
DJI,0.606974597,2534,0
CMR,0.333593479,2459,0
KHM,0.343631086,2371,0
LSO,1.115063529,2261,0
NPL,0.181104262,2149,0
SEN,0.563637649,2139,0
TZA,0.148390796,2124,0
BEN,0.53688503,1837,0
UGA,0.11101699,1829,0
GMB,0.255504687,1786,0
TCD,0.043460522,1737,0
PRK,2.671124545,1713,0
AFG,0.293447736,1685,0
HTI,0.209351093,1581,0
MLI,0.06392216,1492,0
COM,0.233750718,1453,0
SLE,0.089065326,1422,0
ZWE,0.545281707,1404,0
RWA,0.056517934,1381,0
MDG,0.091640348,1365,0
GNB,0.153070931,1334,0
GIN,0.238547309,1309,0
BFA,0.121365857,1300,0
TGO,0.399720312,1203,0
ETH,0.072925194,1097,0
MWI,0.073950923,1087,0
CAF,0.059302353,910,0
MOZ,0.108742445,884,0
LBR,0.198356579,809,0
NER,0.071179537,809,0
BDI,0.024240184,714,0
COD,0.030428377,654,0
QAT,43.12154505,139066,0
NOR,8.95044386,81416,0
KWT,30.84668635,80061,0
ARE,21.54665645,69446,0
CHE,5.625844885,57210,0
SGP,11.2550175,52490,0
LUX,21.33568533,52324,0
OMN,14.0532159,49847,0
IRL,9.218020402,48462,0
USA,17.95432657,48453,0
GNQ,5.078191772,47670,0
AUS,18.79901926,45247,0
SAU,17.47255212,44061,0
NLD,10.23523003,43680,0
DNK,8.834517693,42573,0
CAN,15.99648979,40541,0
HKG,6.011909472,40442,0
SWE,5.062903334,40339,0
DEU,9.756778243,39852,0
AUT,8.062455597,39781,0
ISL,11.80401365,37414,0
BHR,23.71041504,37301,0
BEL,9.911555496,37100,0
FIN,10.4476746,36717,0
FRA,6.172553696,35642,0
ITA,6.973834186,34535,0
GBR,7.885589505,34338,0
TWN,10.70754628,33734,0
JPN,9.024140803,33549,0
ESP,6.395724255,32181,0
NZL,8.050617377,31330,0
LBY,9.344080112,30659,0
KOR,10.26271099,29557,0
TTO,33.87435629,28816,0
GRC,9.117625152,28343,0
CYP,7.633896497,28253,0
ISR,8.786718359,27464,0
CZE,10.99046315,25740,0
SVN,8.013077423,25685,0
PRT,5.354017356,25098,0
MLT,6.241638204,22946,0
RUS,10.98894839,21285,0
SVK,6.969336062,20863,0
HUN,5.199452964,20261,0
HRV,5.066823422,20097,0
POL,8.196885735,20096,0
EST,10.9363221,19886,0
SYC,5.755563855,19676,0
KAZ,12.93528078,18951,0
LTU,4.04825748,17980,0
CHL,3.916936668,17949,0
MYS,7.11615177,17686,0
ARG,4.384068236,17490,0
IRN,7.421672455,17479,0
VEN,6.256098405,17442,0
LVA,3.487005625,17316,0
ROU,4.229586423,16905,0
BLR,6.529229578,15719,0
AZE,3.569607482,15716,0
TUR,4.440351147,15506,0
MUS,2.980624168,15472,0
URY,2.363340104,15119,0
LBN,5.013083414,15009,0
GAB,2.658428698,14924,0
MNE,2.929543455,14658,0
PAN,2.352179095,14596,0
BGR,6.130225486,14482,0
MEX,4.141708641,14262,0
BRA,1.847604791,13510,0
TKM,10.01822062,13494,0
DZA,3.388785806,12880,0
THA,3.958476506,12385,0
SRB,5.066435359,12094,0
BWA,1.898731339,12016,0
JOR,3.127971935,11938,0
BRB,5.707290301,11840,0
CRI,1.710963827,11604,0
ZAF,9.836548788,11293,0
COL,1.582070814,10889,0
MKD,4.200395052,10758,0
DOM,2.028475576,10745,0
IRQ,3.461792869,10671,0
EGY,2.458129528,10669,0
TUN,2.311536875,10581,0
LCA,2.249535148,10491,0
UKR,6.026215538,9698,0
ECU,2.416619197,9208,0
ALB,1.476663848,8954,0
PER,1.753166396,8883,0
DMA,1.851830013,8862,0
BIH,5.481585398,8802,0
CHN,5.738477093,8548,0
IDN,1.868890259,8009,0
GEO,1.430821593,7987,0
AGO,1.222441558,7900,0
ARM,1.510196692,7899,0
MNG,4.89977435,7839,0
LKA,0.644753614,7728,0
NAM,1.435054094,7570,0
SLV,1.028575109,7392,0
SWZ,0.884443221,7299,0
JAM,2.765344294,7252,0
MAR,1.643967416,6758,0
CUB,2.6244557,6476,0
GTM,0.816382675,6462,0
PRY,0.733889219,6418,0
UZB,3.783794856,6414,0
CPV,1.054307866,6145,0
SYR,2.956184081,6123,0
COG,0.407074362,5633,0
PHL,0.821582624,5421,0
BOL,1.408642342,5037,0
NGA,0.489246449,4628,0
YEM,1.055392104,4591,0
PAK,0.929179522,4373,0
VNM,1.402797435,4328,0
HND,0.95594074,4267,0
IND,1.416588051,4198,0
PSE,0.527662568,4191,0
MDA,1.10826845,4189,0
KGZ,1.261496671,3995,0
NIC,0.78310345,3908,0
LAO,0.185323158,3900,0
SDN,0.46210193,3714,0
MMR,0.203702317,3569,0
MRT,0.559064173,2976,0
STP,0.53625895,2976,0
ZMB,0.178820323,2914,0
TJK,0.325806249,2835,0
GHA,0.313664172,2790,0
CIV,0.276596046,2608,0
BGD,0.347563792,2511,0
DJI,0.55167535,2502,0
KEN,0.297338756,2490,0
CMR,0.339374405,2447,0
KHM,0.322259074,2323,0
SEN,0.334933949,2105,0
LSO,1.097816026,2100,0
NPL,0.156727073,2079,0
TZA,0.127482921,2052,0
BEN,0.503977851,1853,0
UGA,0.099069015,1753,0
PRK,2.856303012,1731,0
GMB,0.232413574,1718,0
AFG,0.241402428,1669,0
HTI,0.227035953,1655,0
TCD,0.042683225,1563,0
COM,0.195920695,1497,0
MLI,0.055186023,1452,0
MDG,0.085268363,1399,0
SLE,0.084773686,1380,0
RWA,0.05657019,1316,0
GNB,0.154533137,1301,0
ZWE,0.399657417,1289,0
GIN,0.210917642,1289,0
BFA,0.123295449,1237,0
TGO,0.432959501,1189,0
MWI,0.062432765,1053,0
ETH,0.075314077,1026,0
CAF,0.057402997,898,0
MOZ,0.103720147,847,0
NER,0.060851558,773,0
LBR,0.133358433,752,0
BDI,0.022444022,702,0
COD,0.02716389,627,0
QAT,46.25002059,142296,0
KWT,31.02854978,91763,0
NOR,9.410851616,83809,0
ARE,22.3599062,81842,0
CHE,5.846982358,59190,0
LUX,22.94814492,55731,0
SGP,7.442639611,53936,0
IRL,10.53550903,51298,0
USA,19.55597372,50276,0
OMN,15.26295356,48921,0
GNQ,5.181136273,48334,0
SAU,16.66629055,46109,0
NLD,10.59339957,45624,0
AUS,18.97850158,45260,0
DNK,9.314752189,45010,0
SWE,5.491360798,42542,0
CAN,17.20741351,42253,0
DEU,10.53138199,42117,0
HKG,6.307538076,41652,0
AUT,8.851314632,41460,0
ISL,12.20696421,40344,0
FIN,11.0168976,40219,0
BHR,26.63082108,39020,0
BEL,11.19371681,38274,0
FRA,6.526450329,36928,0
ITA,7.86627393,36705,0
GBR,8.777084521,36163,0
JPN,9.562353891,35431,0
TWN,11.31175848,34394,0
ESP,7.315351487,33643,0
NZL,8.801512494,31591,0
LBY,9.142699719,31457,0
TTO,33.64250339,30106,0
GRC,9.729944213,29695,0
CYP,7.983070519,29546,0
KOR,10.27616791,29501,0
SVN,8.988416775,28111,0
ISR,9.57818077,27585,0
CZE,11.79358186,27204,0
PRT,5.62551335,25893,0
MLT,6.851618429,23703,0
EST,13.34066609,23275,0
RUS,11.73998487,23091,0
SVK,7.683959433,22089,0
HRV,5.464834116,21673,0
HUN,5.748875155,21650,0
LTU,4.691009399,20874,0
SYC,7.636195223,20098,0
LVA,3.784150025,19882,0
POL,8.54383104,19560,0
KAZ,13.33529494,18966,0
ARG,4.656514608,18779,0
CHL,4.25032552,18440,0
VEN,6.332694998,18332,0
MYS,7.435351039,18260,0
ROU,5.060514503,17979,0
IRN,7.343072609,17045,0
TUR,4.406538255,16693,0
BLR,6.98303855,15668,0
MNE,4.423660466,15400,0
GAB,2.697011145,15293,0
MEX,4.357708351,15182,0
MUS,3.039307089,15133,0
BGR,7.186473214,14945,0
URY,2.44735756,14833,0
PAN,2.042420268,14587,0
AZE,4.018473101,14530,0
LBN,4.238837051,13794,0
BRA,1.970913264,13660,0
BWA,2.313588864,13237,0
DZA,3.127642017,12910,0
TKM,11.48064545,12861,0
THA,3.750667492,12527,0
SRB,5.691460375,12440,0
BRB,5.729886448,12385,0
CRI,1.785855255,11883,0
JOR,3.192370367,11801,0
ZAF,9.8017514,11619,0
UKR,7.052564482,11377,0
COL,1.49719834,10839,0
MKD,4.5441598,10825,0
DOM,2.103354352,10792,0
IRQ,3.16601042,10608,0
LCA,2.338446992,10574,0
EGY,2.412304062,10437,0
TUN,2.338102386,10365,0
ECU,2.306617093,9295,0
ARM,1.919426316,9194,0
DMA,1.855868531,8981,0
PER,1.408149737,8883,0
BIH,5.303075274,8870,0
ALB,1.461116955,8659,0
GEO,1.177367471,8344,0
MNG,4.572330679,8055,0
AGO,1.171263041,7936,0
CHN,5.48579766,7930,0
IDN,1.769111318,7739,0
SLV,1.048826994,7661,0
NAM,1.577709572,7651,0
JAM,3.63368872,7566,0
LKA,0.601018614,7522,0
SWZ,0.945326461,7214,0
PRY,0.723128901,6778,0
GTM,0.797345551,6564,0
MAR,1.672983719,6555,0
CUB,2.674332851,6336,0
CPV,0.953772754,6319,0
UZB,4.450007532,5990,0
SYR,3.290329067,5916,0
PHL,0.851773046,5453,0
COG,0.314995795,5445,0
BOL,1.358420372,4962,0
YEM,0.985175788,4545,0
HND,1.077742825,4463,0
MDA,1.262423871,4408,0
NGA,0.631425593,4381,0
PAK,0.949351473,4350,0
VNM,1.306004926,4154,0
NIC,0.780275383,4067,0
PSE,0.532625879,3950,0
IND,1.2930669,3928,0
KGZ,1.43440696,3927,0
LAO,0.148558737,3694,0
SDN,0.452170042,3676,0
MMR,0.196345975,3434,0
MRT,0.5204269,3081,0
STP,0.504885779,2965,0
TJK,0.394722351,2774,0
ZMB,0.160944252,2742,0
GHA,0.383107366,2720,0
CIV,0.338062403,2581,0
KEN,0.253182959,2484,0
CMR,0.286998292,2468,0
DJI,0.60552122,2435,0
BGD,0.324635257,2410,0
KHM,0.274124415,2315,0
SEN,0.388319424,2110,0
LSO,1.062597191,2032,0
NPL,0.127825319,2012,0
TZA,0.137217207,2000,0
BEN,0.489232437,1866,0
PRK,2.889981666,1757,0
UGA,0.096395476,1673,0
GMB,0.230647399,1655,0
HTI,0.243767884,1630,0
MDG,0.093444954,1509,0
COM,0.16167272,1481,0
AFG,0.1538186,1464,0
TCD,0.045742982,1464,0
MLI,0.07567348,1423,0
SLE,0.086765892,1366,0
GIN,0.207682765,1343,0
GNB,0.153404721,1284,0
RWA,0.05465178,1265,0
BFA,0.126807763,1239,0
ZWE,0.569302831,1203,0
TGO,0.247132167,1185,0
MWI,0.072066764,1005,0
ETH,0.076517077,965,0
CAF,0.058180332,901,0
MOZ,0.095414903,814,0
NER,0.052733696,806,0
BDI,0.023200423,698,0
LBR,0.151075547,689,0
COD,0.029993816,626,0
QAT,52.87296833,142477,0
KWT,29.90911516,95421,0
ARE,22.06080646,91056,0
NOR,9.715108118,84535,0
CHE,5.735155333,58612,0
LUX,23.737755,57471,0
IRL,10.82813909,54749,0
SGP,4.207091009,54183,0
USA,20.39614762,50902,0
OMN,16.19796413,46233,0
DNK,9.992237102,45508,0
AUS,19.1159666,45145,0
NLD,10.45616253,45037,0
SAU,15.30565652,44493,0
SWE,5.763950348,42872,0
CAN,17.99338175,42282,0
GNQ,5.778796542,42173,0
DEU,10.47515951,41587,0
AUT,8.906887623,40956,0
HKG,6.31631052,40937,0
ISL,11.44805836,40486,0
FIN,12.60012957,40117,0
BHR,25.84253738,39918,0
BEL,11.27437484,38292,0
ITA,8.100879169,37341,0
FRA,6.663848062,37068,0
GBR,9.107304032,36679,0
JPN,10.11672257,35805,0
TWN,12.06746576,34271,0
ESP,8.10976681,33801,0
NZL,8.655974287,31982,0
GRC,10.06797907,29874,0
CYP,7.965138214,29170,0
TTO,34.63727703,29083,0
KOR,10.05562154,28908,0
LBY,8.264112779,27953,0
SVN,8.571952309,27361,0
ISR,9.071611154,27265,0
CZE,12.3767363,26707,0
PRT,5.857895187,25879,0
EST,14.93346167,24542,0
MLT,6.716754029,23085,0
RUS,11.51049463,21931,0
HUN,5.838284934,21422,0
HRV,5.743855384,21223,0
SVK,7.585512385,20929,0
SYC,7.102269581,20752,0
LVA,3.93677263,20410,0
LTU,4.835223667,20131,0
POL,8.723436302,18766,0
KAZ,13.4594798,18572,0
ARG,4.35906766,18226,0
CHL,4.287428564,18012,0
VEN,5.777449086,17790,0
MYS,6.852580292,17718,0
IRN,7.126280335,17200,0
TUR,4.495326451,16771,0
ROU,5.160635105,16369,0
GAB,2.746009557,16160,0
MEX,4.312779146,15181,0
MUS,2.987236519,14459,0
MNE,3.631564334,14265,0
BLR,6.738475334,14182,0
BGR,7.352637659,14014,0
URY,1.780530598,13930,0
PAN,2.05282177,13642,0
AZE,3.491197693,13253,0
BRA,1.868423994,13132,0
LBN,3.365454268,12888,0
DZA,3.16034207,12842,0
BWA,2.208642436,12678,0
BRB,4.832046822,12380,0
THA,3.764087851,12376,0
SRB,5.712601997,11753,0
CRI,1.806092585,11517,0
JOR,3.461380148,11484,0
ZAF,9.300485429,11409,0
TKM,11.47609017,11337,0
UKR,7.256467911,11067,0
DOM,2.183886918,10602,0
COL,1.387540282,10592,0
MKD,4.592732459,10290,0
LCA,2.299746545,10195,0
EGY,2.337334791,10070,0
IRQ,2.165932309,10056,0
TUN,2.299878578,10023,0
ECU,2.217034663,8876,0
ARM,1.741447146,8591,0
BIH,4.630188638,8394,0
DMA,2.168964059,8345,0
PER,1.498662283,8225,0
GEO,1.44965849,8146,0
ALB,1.297706576,8035,0
JAM,3.465022268,7689,0
SLV,1.125321904,7596,0
CHN,5.132965331,7563,0
NAM,1.13447713,7553,0
MNG,4.660602623,7497,0
IDN,1.618627471,7290,0
AGO,1.189469315,7173,0
LKA,0.613368315,7156,0
SWZ,0.933352307,7010,0
GTM,0.903026895,6492,0
PRY,0.684319712,6466,0
MAR,1.608615007,6259,0
CUB,2.35298789,6054,0
CPV,1.039458266,6018,0
SYR,3.34738092,5859,0
UZB,4.375481064,5549,0
PHL,0.792488625,5334,0
COG,0.302129931,5313,0
BOL,1.289723253,4762,0
YEM,0.952528108,4511,0
HND,1.115514495,4373,0
PAK,0.972003213,4326,0
NGA,0.645116274,4192,0
MDA,1.205855378,4041,0
NIC,0.824039799,4004,0
VNM,1.171006194,3978,0
PSE,0.619152177,3811,0
IND,1.17849928,3740,0
KGZ,1.255997364,3681,0
LAO,0.145152072,3489,0
SDN,0.437194041,3480,0
MMR,0.260212542,3344,0
MRT,0.494407977,3123,0
STP,0.51668598,2801,0
ZMB,0.146755526,2616,0
TJK,0.448003494,2612,0
CIV,0.342481201,2572,0
KEN,0.250497532,2553,0
GHA,0.42375381,2546,0
CMR,0.309965602,2468,0
DJI,0.570376648,2359,0
BGD,0.29744924,2307,0
KHM,0.252434511,2208,0
SEN,0.406503714,2089,0
TZA,0.136206664,1949,0
LSO,1.046177471,1921,0
NPL,0.098349947,1916,0
BEN,0.510909232,1833,0
PRK,2.622751693,1714,0
HTI,0.247047516,1641,0
GMB,0.228536381,1605,0
UGA,0.092032426,1562,0
TCD,0.042843032,1478,0
COM,0.159895265,1463,0
MDG,0.091771466,1448,0
AFG,0.085222257,1447,0
ZWE,0.737740533,1431,0
MLI,0.073678636,1392,0
SLE,0.085883323,1324,0
GIN,0.194871863,1322,0
GNB,0.159639492,1270,0
BFA,0.115202407,1208,0
TGO,0.252902223,1192,0
RWA,0.057739358,1167,0
MWI,0.062586479,966,0
ETH,0.071954632,905,0
CAF,0.059127181,896,0
MOZ,0.098571306,779,0
NER,0.048874296,762,0
BDI,0.023535775,687,0
LBR,0.184941354,618,0
COD,0.029036067,606,0
QAT,62.54680649,144032,0
ARE,23.25124966,102560,0
KWT,30.87131952,95645,0
NOR,9.3992488,82984,0
CHE,6.06378296,56787,0
IRL,11.04952503,54287,0
LUX,25.51638912,53866,0
SGP,6.672722593,50800,0
USA,20.32129072,50490,0
DNK,10.91762881,45299,0
OMN,15.11672991,44964,0
SAU,17.54767214,44827,0
AUS,19.0866819,44001,0
NLD,10.5069568,43525,0
CAN,17.47523975,41834,0
SWE,5.900526909,41564,0
DEU,10.77683747,40220,0
BHR,19.57079111,40218,0
AUT,9.256598372,39653,0
HKG,6.109536314,38640,0
FIN,12.95668616,38302,0
ISL,10.49965846,37973,0
GNQ,5.998619065,37611,0
BEL,11.67946758,37306,0
ITA,8.289625175,36985,0
FRA,6.853084769,36439,0
GBR,9.335955512,36045,0
JPN,9.831114361,35225,0
ESP,8.055337154,33211,0
TWN,11.65244875,32289,0
NZL,8.963407707,31038,0
GRC,9.91861638,29001,0
CYP,7.8056189,28427,0
TTO,32.65997374,27724,0
KOR,9.52240236,27550,0
LBY,8.95467145,27106,0
ISR,9.200168953,26139,0
SVN,8.545804433,25629,0
CZE,12.27197092,25456,0
PRT,6.110422287,25299,0
EST,12.18352161,22674,0
MLT,6.558211659,22278,0
HUN,5.95068061,21293,0
RUS,11.50310491,20184,0
HRV,5.428339723,20168,0
SYC,8.173189529,18994,0
SVK,7.891709818,18895,0
LVA,3.744930886,18413,0
LTU,4.359682741,17908,0
POL,8.727537308,17523,0
CHL,3.919877086,17346,0
KAZ,12.93555033,17239,0
MYS,6.333510661,16960,0
ARG,4.41411541,16876,0
VEN,6.187531683,16727,0
TUR,4.09435395,16244,0
IRN,7.072940449,16200,0
GAB,2.867034732,15518,0
ROU,4.901663629,15027,0
MEX,4.349107951,14894,0
MUS,2.953640508,13769,0
URY,1.980186572,13169,0
BLR,6.774028093,13014,0
BGR,6.796832679,12970,0
MNE,3.854769581,12758,0
DZA,2.966469705,12639,0
BRA,1.809121234,12515,0
PAN,2.142788504,12365,0
BRB,4.869463785,12223,0
LBN,3.645737242,12097,0
BWA,2.193455392,11916,0
THA,3.77703232,11800,0
JOR,3.459157296,11057,0
SRB,5.86044822,11046,0
ZAF,9.028915995,10970,0
CRI,1.61652672,10801,0
AZE,4.531594014,10717,0
TKM,10.26425607,10327,0
UKR,7.138363106,10166,0
LCA,2.215142044,10141,0
IRQ,3.544709456,10122,0
COL,1.418873692,10028,0
DOM,2.072319027,9912,0
MKD,5.2975976,9690,0
EGY,2.252068349,9618,0
TUN,2.216770408,9527,0
ECU,2.042215247,8822,0
BIH,4.600308379,7915,0
DMA,1.604135184,7890,0
PER,1.231161708,7662,0
JAM,4.138501391,7642,0
ARM,1.489014703,7547,0
ALB,1.275183338,7545,0
SLV,1.109648702,7329,0
NAM,1.133563,7261,0
GEO,1.373343475,7227,0
IDN,1.508451236,6940,0
CHN,4.798152559,6890,0
MNG,3.676977278,6886,0
SWZ,0.905770031,6843,0
LKA,0.599571228,6753,0
GTM,0.926858572,6241,0
PRY,0.669262643,6228,0
MAR,1.535205702,6114,0
AGO,1.090808995,6024,0
CUB,2.410375965,5923,0
SYR,2.79357389,5751,0
COG,0.288008654,5629,0
CPV,0.983071787,5628,0
UZB,4.451364496,5118,0
PHL,0.757571501,5101,0
BOL,1.607271982,4641,0
YEM,0.996433026,4491,0
PAK,0.914908945,4266,0
HND,0.908147741,4208,0
NGA,0.690406057,4007,0
MDA,1.213528336,3878,0
NIC,0.809906642,3852,0
VNM,1.164985948,3759,0
PSE,0.618783105,3658,0
IND,1.107722799,3477,0
KGZ,1.057003094,3419,0
SDN,0.379765232,3183,0
MRT,0.441411105,3113,0
MMR,0.261569926,3021,0
LAO,0.257639791,3003,0
STP,0.52892147,2774,0
CIV,0.364255711,2582,0
GHA,0.414229342,2495,0
TJK,0.376275591,2483,0
ZMB,0.180215114,2481,0
KEN,0.251984727,2461,0
CMR,0.209638978,2458,0
DJI,0.51540301,2297,0
BGD,0.295496227,2191,0
SEN,0.382612533,2045,0
KHM,0.222431589,2036,0
NPL,0.097507271,1870,0
TZA,0.144678237,1850,0
LSO,1.036385706,1832,0
BEN,0.451672063,1783,0
PRK,3.165809562,1745,0
HTI,0.221494659,1614,0
GMB,0.206419628,1589,0
UGA,0.083538539,1492,0
COM,0.257358822,1490,0
ZWE,0.789748428,1467,0
MDG,0.088252195,1399,0
MLI,0.071191007,1377,0
TCD,0.039025113,1286,0
GIN,0.191331051,1270,0
AFG,0.063461841,1257,0
GNB,0.153026647,1255,0
SLE,0.105246096,1251,0
TGO,0.257033139,1203,0
BFA,0.098070465,1197,0
RWA,0.056126202,1112,0
MWI,0.066431039,910,0
CAF,0.059297085,880,0
ETH,0.067430494,844,0
NER,0.0485616,766,0
MOZ,0.088864351,741,0
BDI,0.024346029,686,0
COD,0.027470951,587,0
LBR,0.216576613,586,0
QAT,58.61053033,134824,0
ARE,25.01427792,107735,0
KWT,31.25965017,93903,0
NOR,9.403558973,81698,0
CHE,6.177858973,54940,0
IRL,11.41818876,52687,0
LUX,26.31562052,52037,0
USA,20.77733904,49655,0
SGP,6.75439152,47758,0
SAU,16.55904329,44800,0
DNK,9.504778029,43736,0
AUS,19.09763645,43501,0
OMN,11.73374743,43462,0
NLD,10.84677508,42113,0
CAN,17.86428351,41177,0
BHR,21.51731612,40991,0
SWE,5.957025818,39917,0
DEU,10.61846948,38741,0
AUT,9.615949293,38558,0
ISL,10.06480234,37023,0
FIN,10.84727275,36951,0
GNQ,6.217000279,36733,0
BEL,11.9123504,36638,0
HKG,6.40492942,36450,0
ITA,8.421132286,36367,0
FRA,7.065355486,35817,0
GBR,9.454830655,35424,0
JPN,10.02726165,34730,0
ESP,8.377431498,32406,0
TWN,11.37501183,30713,0
NZL,9.103831141,30553,0
CYP,7.757609672,27658,0
GRC,10.08079423,27532,0
KOR,9.430503748,26331,0
LBY,8.924403482,25893,0
ISR,8.560391171,25186,0
PRT,6.577625792,24957,0
TTO,29.34632479,24447,0
SVN,8.48017216,24335,0
CZE,12.21411396,23882,0
MLT,6.553846264,21958,0
HUN,5.998133589,20471,0
EST,12.64068656,20441,0
HRV,5.365287373,19241,0
RUS,11.06171105,18626,0
SYC,7.76201208,17550,0
SVK,7.947357174,17423,0
POL,8.384945042,16493,0
CHL,3.77450308,16480,0
LTU,4.212997119,16409,0
GAB,3.462163035,16371,0
MYS,6.722160987,16350,0
LVA,3.479224732,16306,0
ARG,4.123713553,15776,0
KAZ,11.8598262,15728,0
VEN,6.143107319,15468,0
TUR,3.842192465,15416,0
IRN,6.582193142,15374,0
MEX,4.295234245,14354,0
ROU,4.711237568,13685,0
MUS,2.695522024,13242,0
